bare_word	source_type_id	source_id	permanent_id
краситься	2	30592	741145
увязываться	2	30599	559164
предварить	2	30600	677400
вмещаться	2	30605	908560
казниться	2	30607	541175
переиздать	2	30610	366734
пиликать	2	30612	745331
подрулить	2	30616	567251
сосредоточивать	2	30619	797732
отламывать	2	30624	435560
заслоняться	2	30631	494060
прогадать	2	30633	879554
консультироваться	2	30644	195653
увязывать	2	30646	513778
сглатывать	2	30649	411816
завешать	2	30651	164441
поберечься	2	30656	410857
питься	2	30667	353412
пропылить	2	30678	892000
лакомиться	2	30680	572021
побрызгать	2	30687	718169
перелицевать	2	30688	489016
полнеть	2	30693	656960
прицениваться	2	30696	383758
наорать	2	30701	710962
обсосать	2	30704	229225
спасовать	2	30706	797683
замерять	2	30707	569141
скармливать	2	30710	325894
злорадствовать	2	30713	366341
сужать	2	30718	340096
отварить	2	30720	433727
отмерять	2	30721	751029
отирать	2	30723	347393
пожинать	2	30725	831523
возрадоваться	2	30727	480682
воспрещаться	2	30734	816163
подвязывать	2	30737	880737
обязаться	2	30739	224453
отбрасываться	2	30742	886877
пририсовать	2	30743	923152
свататься	2	30747	868236
укачивать	2	30751	835698
повертеться	2	30752	639183
навернуть	2	30753	892555
радировать	2	30755	862981
прессовать	2	30756	485222
затмевать	2	30757	869252
разрекламировать	2	30761	676184
пародировать	2	30767	292509
лицемерить	2	30771	396027
выгорать	2	30772	149401
напеть	2	30775	934492
протыкать	2	30778	607802
плавить	2	30783	673118
затрачивать	2	30787	688433
бабахнуть	2	30789	537722
прижечь	2	30792	522960
укорачивать	2	30797	347018
шваркнуть	2	30805	424980
перегружать	2	30810	895373
отреставрировать	2	30815	313553
примеряться	2	30818	377067
приспосабливать	2	30824	359465
протопить	2	30825	361350
зачислять	2	30828	345461
пожарить	2	30831	234488
обозреть	2	30836	731301
истопить	2	30837	872612
зализывать	2	30844	743338
замучиться	2	30853	800720
трезвонить	2	30860	840155
склевать	2	30865	623967
отвердеть	2	30866	523049
провороваться	2	30870	671956
отвешивать	2	30873	850838
приткнуть	2	30874	119493
преображать	2	30878	231253
захиреть	2	30886	369353
допеть	2	30890	543484
запахнуться	2	30893	204712
съёживаться	2	30895	405133
зацокать	2	30898	378603
нагружать	2	30899	602473
воодушевить	2	30901	516846
выслужиться	2	30902	158773
припаять	2	30911	312981
запаниковать	2	30912	539956
исколоть	2	30916	752385
купиться	2	30917	441930
облезть	2	30925	678039
притеснять	2	30928	233529
умнеть	2	30929	216918
нагулять	2	30931	394446
першить	2	30939	655537
пощипать	2	30944	532699
окостенеть	2	30946	294131
щериться	2	30948	200754
приобщаться	2	30950	183622
умалять	2	30951	621979
выламываться	2	30953	966829
откашливаться	2	30957	968935
остепениться	2	30963	493370
отоварить	2	30965	434334
распугивать	2	30966	199783
втаскивать	2	30967	525533
затрубить	2	30969	635645
растлевать	2	30970	181442
расшвыривать	2	30971	818459
поссорить	2	30973	414280
гневить	2	30975	414360
толочь	2	30984	583034
осердиться	2	30987	403286
сглаживать	2	30997	165367
пораскинуть	2	31002	591434
вымаливать	2	31008	829920
котироваться	2	31011	824914
притупить	2	31013	360925
подставляться	2	31017	789802
подсечь	2	31023	125151
запилить	2	31029	895427
отговариваться	2	31032	836486
воздвигать	2	31038	174242
изыскивать	2	31045	159293
выпроваживать	2	31052	350910
веселеть	2	31054	694456
перешить	2	31060	293016
ущемлять	2	31069	996110
ожесточиться	2	31073	888656
нагадать	2	31075	842564
взметнуть	2	31079	556562
прищучить	2	31083	672527
поддразнивать	2	31084	341414
ужасать	2	31085	716554
прокалить	2	31092	897744
изобличать	2	31099	812108
прожужжать	2	31104	446027
искривиться	2	31109	650311
простереть	2	31113	499703
вычитывать	2	31116	223960
экипировать	2	31119	682670
откатить	2	31123	568553
слонять	2	31124	764455
выгрести	2	31126	942603
опутывать	2	31127	717577
прихорашиваться	2	31130	192557
перемежать	2	31141	866929
обжить	2	31142	234582
председательствовать	2	31143	908664
изрекать	2	31144	149885
затоптаться	2	31146	659150
проворонить	2	31149	910694
проплакать	2	31154	922538
инспектировать	2	31160	847289
исправляться	2	31161	934932
заплутать	2	31164	335590
распялить	2	31166	936146
нанизывать	2	31167	438847
сбрендить	2	31170	449802
отвыкать	2	31171	183349
напитать	2	31175	496440
разжиреть	2	31176	768958
недоговаривать	2	31178	884755
стерилизовать	2	31181	478928
оголиться	2	31182	215279
замазывать	2	31186	854930
вооружаться	2	31187	486851
совокупляться	2	31190	927373
распрямить	2	31195	690553
искоренять	2	31200	906027
подкрашивать	2	31207	988890
обкурить	2	31208	403280
поостыть	2	31210	198328
таранить	2	31223	105908
прошибать	2	31224	659606
лузгать	2	31227	476488
подстрекать	2	31228	913893
приникать	2	31230	223367
укатиться	2	31231	168543
умилиться	2	31239	452521
свергать	2	31242	997357
закалять	2	31248	735521
подтачивать	2	31249	295891
разжиматься	2	31250	859914
насесть	2	31253	107254
грохать	2	31254	455906
обрусеть	2	31257	534913
озадачивать	2	31259	373862
чиниться	2	31262	155214
потеребить	2	31263	342993
сплоховать	2	31264	846950
облаивать	2	31268	642196
приливать	2	31269	571495
пестрить	2	31278	275600
натолкнуть	2	31279	909971
гнести	2	31281	509333
низвергаться	2	31283	858415
нагрубить	2	31286	367033
недодать	2	31293	610566
вывозиться	2	31299	838365
почесаться	2	31300	930248
приготовлять	2	31301	586200
вскрываться	2	31308	884636
корёжить	2	31312	657965
расколотить	2	31318	796829
воодушевлять	2	31335	482598
лягаться	2	31336	821800
откатываться	2	31339	798483
прибедняться	2	31341	781522
сфокусировать	2	31343	430707
дотягиваться	2	31345	632962
износиться	2	31349	831913
подешеветь	2	31351	670833
снабжаться	2	31352	960271
искрить	2	31355	701715
выметаться	2	31358	797618
откупоривать	2	31367	252157
заболтаться	2	31378	425235
усложняться	2	31380	482495
окраситься	2	31381	775181
вноситься	2	31382	452418
вышвыривать	2	31383	249284
подговорить	2	31385	415498
прокалывать	2	31389	599981
спаивать	2	31393	345501
огорошить	2	31394	712142
полосовать	2	31396	404249
попрошайничать	2	31401	999547
околдовать	2	31402	991530
изваять	2	31407	748243
модернизировать	2	31408	793843
возделывать	2	31409	928970
прилить	2	31411	643475
застрочить	2	31412	255302
пополниться	2	31418	497453
подселить	2	31426	863922
замотаться	2	31427	101749
устремлять	2	31429	389747
низвергнуть	2	31433	600652
смекать	2	31438	345598
истаять	2	31439	830260
опорочить	2	31440	536729
подпадать	2	31443	364370
источить	2	31446	846234
подсвечивать	2	31449	344009
обогреться	2	31454	960211
передушить	2	31459	479618
ужесточить	2	31460	577664
довозить	2	31467	736033
наедаться	2	31471	374189
застопорить	2	31472	895463
придавливать	2	31479	755397
захлопотать	2	31480	392935
разнюхать	2	31482	105792
сплотиться	2	31485	938023
запрокидывать	2	31493	996028
подразнить	2	31498	333680
выветриваться	2	31499	746736
отсрочить	2	31506	317691
заартачиться	2	31512	374762
народить	2	31513	124752
едать	2	31517	389436
запрокинуться	2	31519	960435
принизить	2	31520	627633
позаниматься	2	31522	827749
примешивать	2	31525	104312
дряхлеть	2	31529	717474
обесчестить	2	31531	352646
развенчать	2	31534	870157
накрошить	2	31537	808636
распаковать	2	31550	484437
затвориться	2	31557	493409
возобладать	2	31560	497568
укрощать	2	31561	580282
размочить	2	31566	151216
рукоплескать	2	31575	295303
унюхать	2	31582	583096
прополоскать	2	31586	284514
распаковывать	2	31589	504421
приобретаться	2	31591	303022
нажаловаться	2	31594	825785
раскрошить	2	31600	163332
пресытить	2	31601	448393
законспирировать	2	31604	964815
затекать	2	31607	304127
расселить	2	31614	562681
приземлить	2	31615	917537
смирять	2	31616	824602
подкашиваться	2	31617	254154
тешиться	2	31619	392745
захлопываться	2	31620	851379
изощряться	2	31627	546020
вихляться	2	31628	441205
умничать	2	31630	538664
отрастать	2	31633	483427
отвратить	2	31636	102143
отстреляться	2	31644	311693
ваять	2	31646	413153
выковырять	2	31648	852936
сдобрить	2	31649	964009
перегибать	2	31651	402203
простреливаться	2	31655	987780
сеяться	2	31658	806085
приманивать	2	31665	311714
налепить	2	31667	120737
прясть	2	31675	549564
втереться	2	31676	306046
отираться	2	31682	660065
нашить	2	31686	333590
вывешивать	2	31687	666933
разуть	2	31688	736275
уплотнить	2	31691	494093
харкнуть	2	31693	631168
формулироваться	2	31699	262035
рифмовать	2	31701	208799
облиться	2	31702	100663
мястись	2	31705	861121
оговаривать	2	31708	967430
пырнуть	2	31711	368482
усмирять	2	31714	776436
посмотреться	2	31727	603332
перевыполнять	2	31730	968288
прореагировать	2	31732	968581
нянчиться	2	31734	375039
перемолвиться	2	31740	238149
воссоздавать	2	31742	628363
расшатывать	2	31743	289849
разогреться	2	31747	603312
вымочить	2	31754	223189
зубоскалить	2	31763	996940
зацветать	2	31767	158186
проворачивать	2	31774	526021
телеграфировать	2	31775	938884
задурить	2	31783	816230
рассовывать	2	31784	485426
ратифицировать	2	31787	448643
поснимать	2	31792	632542
наваливать	2	31797	560505
намаяться	2	31810	891692
тесать	2	31814	292923
сосватать	2	31816	405330
притопнуть	2	31818	937296
вскружить	2	31819	812227
заструиться	2	31846	407092
открещиваться	2	31849	311519
измельчать	2	31851	771774
прижигать	2	31852	787133
пришвартоваться	2	31853	401259
вычисляться	2	31854	129059
улюлюкать	2	31864	769132
возблагодарить	2	31868	812156
дисквалифицировать	2	31871	183121
отрубать	2	31885	633439
прошляпить	2	31886	264055
перещеголять	2	31887	776086
сосредотачиваться	2	31890	481545
ораторствовать	2	31893	272714
располосовать	2	31894	727816
забронировать	2	31896	598236
завибрировать	2	31899	473879
вымолить	2	31904	111892
призываться	2	31907	966123
загружаться	2	31916	842896
взбегать	2	31918	924344
засудить	2	31921	629517
кокнуть	2	31927	876324
умять	2	31934	860224
разобщить	2	31937	244983
обыгрывать	2	31944	162233
защипать	2	31945	108722
пленять	2	31946	646472
пристёгивать	2	31961	445980
вплывать	2	31962	649939
отчислять	2	31964	602252
переловить	2	31965	768130
вдавливаться	2	31967	584303
поднырнуть	2	31973	790926
прокипятить	2	31977	739769
наболтать	2	31980	146813
впереть	2	31984	593609
замесить	2	31988	485247
нездоровиться	2	31989	954285
всовывать	2	31993	499499
прописаться	2	32011	782944
поостеречься	2	32014	609877
сгущать	2	32016	685005
разораться	2	32021	175074
перезреть	2	32033	506229
зачесть	2	32035	318086
перетягивать	2	32036	134586
отделываться	2	32037	172148
схорониться	2	32044	539508
отапливаться	2	32046	474479
хозяйствовать	2	32048	901466
обгадить	2	32050	333329
выгадать	2	32054	259755
корячиться	2	32055	876590
обворовывать	2	32057	593665
причёсывать	2	32058	757609
отцветать	2	32068	315571
оттачивать	2	32070	878393
подогнуться	2	32075	616118
окрутить	2	32078	498263
отпевать	2	32079	750307
откозырять	2	32080	160775
заронить	2	32094	223263
удостаивать	2	32101	527487
подсоединить	2	32105	520237
рядить	2	32107	781612
сберегать	2	32118	438759
разлучаться	2	32121	990541
спроворить	2	32122	496620
отстреливать	2	32124	549408
сравниваться	2	32126	892573
сплетать	2	32139	871109
наживаться	2	32142	188556
навешивать	2	32150	860846
конфузиться	2	32153	640573
привесить	2	32156	398542
шатнуться	2	32159	543969
оплошать	2	32160	491883
обуславливать	2	32167	406232
промедлить	2	32173	234807
несть	2	32174	948959
подежурить	2	32181	234135
зарумяниться	2	32182	933428
улаживать	2	32184	361736
овдоветь	2	32185	443779
распугать	2	32186	925340
подучить	2	32189	576622
засорять	2	32190	840731
перетирать	2	32193	105199
задумывать	2	32199	504566
монополизировать	2	32202	548609
повисеть	2	32205	918942
страшить	2	32218	245088
донашивать	2	32219	198578
проливаться	2	32224	114499
расхлябать	2	32227	286463
швартоваться	2	32243	581135
претерпевать	2	32246	613796
подгрести	2	32252	308509
прописывать	2	32254	334880
издёргать	2	32255	295411
несдобровать	2	32258	104147
нормализовать	2	32261	936660
украситься	2	32263	309490
спикировать	2	32266	386073
подстраховать	2	32270	150876
впаять	2	32271	556180
пришпилить	2	32277	608316
заслониться	2	32279	873939
ровнять	2	32288	814499
списаться	2	32292	711865
изобразиться	2	32293	538145
превалировать	2	32294	148349
закудахтать	2	32297	525221
прошлёпать	2	32302	224607
приобщать	2	32306	270269
распить	2	32309	857770
обзываться	2	32317	624608
хмелеть	2	32319	212736
ознаменовать	2	32320	891068
застынуть	2	32431	444665
расположиться	2	32486	356613
влюбить	2	32505	571504
остынуть	2	32509	783563
мучаться	2	32550	963692
изогнуть	2	32702	466996
обжаловать	2	32716	156205
обтянуть	2	32768	112986
инфицировать	2	32809	705634
рассказываться	2	32846	614800
генерировать	2	32938	408669
оптимизировать	2	32946	202158
обобщить	2	33041	270971
предъявляться	2	33051	674541
адаптировать	2	33063	541249
увлажнять	2	33090	652523
исследоваться	2	33104	187662
подеваться	2	33143	535848
сориентироваться	2	33153	227759
анализироваться	2	33159	111816
встревожиться	2	33233	567854
переворачиваться	2	33249	847129
прикрепляться	2	33255	697031
эксплуатироваться	2	33269	361417
вменить	2	33274	724430
вышить	2	33277	500259
пилотировать	2	33298	297461
приподниматься	2	33301	882241
расторгнуть	2	33303	356612
стынуть	2	33308	726610
трансформировать	2	33355	715105
варьироваться	2	33368	689578
приять	2	33398	332504
простынуть	2	33400	277044
облагаться	2	33438	804873
привнести	2	33446	850905
удлинить	2	33459	656861
цитироваться	2	33461	267479
запатентовать	2	33480	367418
модифицировать	2	33496	303167
продуцировать	2	33514	342364
вакцинировать	2	33536	711910
взиматься	2	33538	619513
исповедоваться	2	33549	653305
лоббировать	2	33555	485544
минимизировать	2	33557	418464
мучать	2	33559	159625
опосредовать	2	33566	397495
уплачивать	2	33587	710025
инкубировать	2	33594	481917
припарковать	2	33618	199621
мыслиться	2	33630	763163
абонировать	2	33654	682877
абонироваться	2	33655	812052
абсорбировать	2	33666	833003
абсорбироваться	2	33667	913055
абстрагировать	2	33668	792997
абстрагироваться	2	33669	626603
авансировать	2	33685	301907
автоматизировать	2	33745	623365
авторизовать	2	33761	690573
адсорбировать	2	33809	687536
акать	2	33830	823015
акклиматизировать	2	33840	172536
акклиматизироваться	2	33841	687794
аккредитировать	2	33845	893449
аккумулировать	2	33846	443230
активировать	2	33857	524692
актировать	2	33860	469297
акцептовать	2	33871	996290
амальгамировать	2	33926	690298
американизировать	2	33932	675654
амнистировать	2	33939	775303
амортизировать	2	33942	757004
анатомировать	2	33969	207095
ангажировать	2	33976	492352
анестезировать	2	34001	788429
аннексировать	2	34012	189657
аннотировать	2	34015	506082
анодировать	2	34018	442854
анонсировать	2	34023	597162
аппретировать	2	34123	994204
апробировать	2	34129	573938
аранжировать	2	34136	659638
аргументировать	2	34149	601268
арканить	2	34161	408913
армировать	2	34165	425208
артачиться	2	34174	839653
артикулировать	2	34178	319442
архаизировать	2	34188	585162
ассигновать	2	34206	730284
ассимилировать	2	34207	152124
ассимилироваться	2	34208	296790
ассистировать	2	34214	653504
ассоциировать	2	34217	830718
атрофироваться	2	34251	667873
аттестовать	2	34252	713958
аукать	2	34254	996531
аукаться	2	34255	907825
бабахнуться	2	34309	725214
багрить	2	34318	711099
базировать	2	34326	593674
балаганить	2	34348	589343
балагурить	2	34350	178202
баламутить	2	34354	826554
балбесничать	2	34358	614383
баллотировать	2	34367	219544
бальзамировать	2	34375	878256
барражировать	2	34413	838216
баррикадировать	2	34414	989988
баррикадироваться	2	34415	424870
барствовать	2	34418	236605
барышничать	2	34426	715481
батрачить	2	34444	508769
бахать	2	34449	277756
бахвалиться	2	34451	179766
бедокурить	2	34469	329625
безобразить	2	34541	716201
безумствовать	2	34572	975206
беспутничать	2	34691	808315
бесчестить	2	34730	166935
бетонировать	2	34740	681046
бисировать	2	34810	401491
бичевать	2	34821	129198
благовестить	2	34825	358556
благоговеть	2	34834	117368
благоденствовать	2	34835	775432
благодетельствовать	2	34838	576382
благодушествовать	2	34839	687692
благоустраивать	2	34858	499315
блажить	2	34860	402400
бланшировать	2	34862	650973
блиндировать	2	34874	125232
блокироваться	2	34879	837895
богохульствовать	2	34908	474617
бодать	2	34910	931147
бодаться	2	34911	181987
бойкотировать	2	34923	384432
боксировать	2	34928	560838
бомбардировать	2	34944	808634
бороновать	2	34963	622606
бравировать	2	34986	336224
бражничать	2	34988	121794
брататься	2	35014	244294
брезгать	2	35025	287346
брезжиться	2	35026	926117
бродило	2	35037	747692
бродяжничать	2	35039	506758
бронзировать	2	35053	870580
бронировать	2	35055	464104
брошюровать	2	35059	490027
брыкать	2	35069	769986
бряцать	2	35077	917458
будировать	2	35086	502651
бузить	2	35093	826815
буксировать	2	35106	916395
бултыхаться	2	35114	236761
бункеровать	2	35125	904120
бункероваться	2	35126	320573
бурить	2	35141	749407
бурлачить	2	35144	201120
бутить	2	35161	823225
бучить	2	35175	188779
бычиться	2	35190	572058
бюллетенить	2	35192	393152
вабить	2	35196	224028
ваксить	2	35207	559570
валандаться	2	35212	300598
вальсировать	2	35223	101470
вальцевать	2	35224	468454
вбираться	2	35261	438073
ввергать	2	35264	928820
вверять	2	35265	857301
вверяться	2	35266	255625
ввинчивать	2	35268	746810
ввязывать	2	35272	818342
вдалбливать	2	35274	746807
вдвигать	2	35275	571292
вдевать	2	35276	905987
вделывать	2	35279	797395
вдёргивать	2	35280	455651
вдоветь	2	35283	939997
вдовствовать	2	35285	297961
вентилировать	2	35331	435519
вербоваться	2	35340	161655
вередить	2	35341	815094
взбадривать	2	35410	765456
взбрызгивать	2	35415	379981
взбудораживать	2	35417	585745
взвешиваться	2	35419	769155
взвивать	2	35420	524210
взвинчивать	2	35422	317055
взвихриться	2	35423	151658
взводить	2	35424	692295
взгреть	2	35425	130975
взгромождать	2	35426	931791
взгромождаться	2	35427	527911
вздёргивать	2	35428	307099
вздорить	2	35429	991870
вздувать	2	35432	583016
вздуть	2	35433	677807
вздыбливать	2	35434	108232
вздыбливаться	2	35435	480557
взлезать	2	35436	998918
взлелеять	2	35437	422162
взлохмачивать	2	35440	452503
взмоститься	2	35442	133038
взнуздывать	2	35443	490317
взращивать	2	35444	515084
взрезать	2	35445	309115
взрыхлять	2	35448	205220
взъедаться	2	35449	721320
взъезжать	2	35450	195619
взъерепениться	2	35451	326690
взъерошивать	2	35453	168022
взыскивать	2	35455	732855
видоизменять	2	35469	440753
видоизменяться	2	35470	648408
визировать	2	35477	963071
виниться	2	35486	264186
винтить	2	35501	839898
вирировать	2	35511	493591
витийствовать	2	35530	345166
вихлять	2	35533	481647
вихриться	2	35535	583814
вкапывать	2	35540	739546
вкатывать	2	35541	335992
вкатываться	2	35542	154079
вклеивать	2	35545	995734
вклинивать	2	35547	714798
вклиниваться	2	35548	274948
вкоренять	2	35550	623432
вкореняться	2	35551	676130
вкрапливать	2	35553	602284
вкрапливаться	2	35554	794739
вкрасться	2	35555	385807
вкручивать	2	35557	728220
владычествовать	2	35563	354960
влажнеть	2	35564	358954
влеплять	2	35568	121068
влипать	2	35569	926686
влопаться	2	35570	275952
вмазывать	2	35575	672575
вменять	2	35577	714656
вмерзать	2	35578	755888
вмётывать	2	35581	969742
вмешивать	2	35582	964785
вминать	2	35583	193296
вмуровывать	2	35584	384108
водворять	2	35612	212130
водворяться	2	35613	609180
водружать	2	35651	377566
военизировать	2	35656	883236
вожжаться	2	35661	589367
возбранять	2	35663	832694
возвеличивать	2	35665	826462
возглавляться	2	35666	399897
возглашать	2	35667	825768
возгонять	2	35669	980087
возгораться	2	35672	722326
возгордиться	2	35673	242966
возмещать	2	35689	672700
вознаграждать	2	35694	486375
вознегодовать	2	35695	354255
волынить	2	35726	995930
вольтижировать	2	35745	495396
воображаться	2	35753	785415
воодушевляться	2	35755	900722
вооружать	2	35756	206559
вопиять	2	35757	240558
воронить	2	35765	696624
ворошиться	2	35768	349895
ворсовать	2	35771	366860
воскресать	2	35781	756013
воспалять	2	35784	696354
воспаляться	2	35785	572339
воспламенять	2	35790	123735
воспламеняться	2	35791	852393
восполнять	2	35792	304578
воспоследовать	2	35793	765925
воспрещать	2	35795	525962
воспроизводиться	2	35801	417142
воспылать	2	35802	182627
восславлять	2	35803	123348
воссоединять	2	35805	443415
воссоединяться	2	35806	525056
восторгать	2	35812	613290
вотировать	2	35836	148103
воцаряться	2	35841	556182
вощить	2	35845	570717
впаивать	2	35848	897015
вперять	2	35851	671863
вперяться	2	35852	915019
впивать	2	35854	156578
впитываться	2	35858	512863
впихивать	2	35859	919767
вплавлять	2	35860	834699
вплетать	2	35861	267543
впорхнуть	2	35864	640381
вправлять	2	35866	741272
впрыгивать	2	35869	975969
впрыскивать	2	35871	963751
впрягать	2	35872	611504
впрягаться	2	35873	189271
впутывать	2	35876	983589
впутываться	2	35877	995244
вразумлять	2	35884	304559
врастать	2	35886	113469
врачевать	2	35889	999463
вселяться	2	35908	501218
вскарабкиваться	2	35922	203247
вскармливать	2	35923	248701
всклокочивать	2	35926	569475
вспаивать	2	35927	193345
вспахивать	2	35928	533792
вспенивать	2	35930	729300
вспениваться	2	35931	751221
всполаскивать	2	35933	829050
всполошить	2	35934	498307
вспрыгивать	2	35936	116528
вспрыскивать	2	35938	453536
вспугивать	2	35939	262896
вспучивать	2	35940	516953
вспучиваться	2	35941	340378
встряхиваться	2	35947	483445
вталкивать	2	35955	890537
втаптывать	2	35956	881224
втачивать	2	35957	521376
втащиться	2	35958	876583
втекать	2	35959	367367
втираться	2	35962	484753
втискивать	2	35963	243253
втравливать	2	35976	526701
вуалировать	2	35982	629509
вулканизировать	2	35985	898588
вульгаризировать	2	35990	406666
выбалтывать	2	36004	954918
выболеть	2	36006	673818
выбранить	2	36009	297169
выбывать	2	36012	234958
вываривать	2	36013	189742
выведывать	2	36016	173848
вывёртывать	2	36018	241368
вывёртываться	2	36019	826991
выверять	2	36020	610883
выветривать	2	36023	674478
вывинчивать	2	36024	996084
выгадывать	2	36030	763455
выгнивать	2	36033	318815
выгружаться	2	36037	348241
выгрызать	2	36038	380931
выдаивать	2	36039	838708
выдалбливать	2	36040	546762
выдворять	2	36041	142118
выдыхаться	2	36053	882149
выдюжить	2	36054	953171
выедать	2	36055	699957
выжинать	2	36064	635516
вызволять	2	36065	186492
вызубривать	2	36067	610309
выкалывать	2	36068	359925
выкамаривать	2	36069	335493
выкармливать	2	36070	168598
выкатать	2	36071	933433
выкачивать	2	36072	409102
выкашливать	2	36073	542904
выкашливаться	2	36074	728477
выкипать	2	36075	423644
выкипятить	2	36076	425221
выклёвывать	2	36077	706422
выкликать	2	36078	676884
выклянчивать	2	36079	853388
выковывать	2	36080	435578
выколупывать	2	36081	687339
выкорчёвывать	2	36084	554938
выкрашивать	2	36085	845499
выкрашиваться	2	36086	893317
выкристаллизоваться	2	36087	173683
выкувырнуть	2	36090	449801
выкувырнуться	2	36091	410511
выкушать	2	36092	643639
вылакать	2	36093	253700
вылежаться	2	36094	560030
вылечивать	2	36095	457781
вылечиваться	2	36096	110501
вылощить	2	36098	955910
вылуживать	2	36099	603528
вылупляться	2	36100	835148
вылущивать	2	36101	766304
вымазывать	2	36102	255789
выманивать	2	36103	590718
вымарывать	2	36104	586424
вымарываться	2	36105	728254
выматываться	2	36106	444657
вымахивать	2	36107	648423
вымачивать	2	36108	369417
вымерзать	2	36109	525869
вымерять	2	36111	527937
вымётывать	2	36112	734280
вымешивать	2	36113	146329
вымокать	2	36116	945013
вымолачивать	2	36117	374076
выморить	2	36120	899866
вымучивать	2	36123	317190
вымывать	2	36124	634941
вымываться	2	36125	381687
вымыливать	2	36126	911938
вымышлять	2	36127	670802
вынянчивать	2	36130	797387
выпаливать	2	36131	183365
выпалывать	2	36132	954167
выпаривать	2	36134	643018
выпариваться	2	36135	255323
выпарывать	2	36136	139683
выпачкать	2	36138	129906
выпекать	2	36139	883770
выпекаться	2	36140	339299
выпестовать	2	36141	683221
выпихивать	2	36144	337084
выплавлять	2	36146	860526
выплакать	2	36147	679802
выплакаться	2	36148	890498
выплетать	2	36149	972808
выполаскивать	2	36150	946143
выправлять	2	36151	297070
выправляться	2	36152	761471
выпрастывать	2	36153	247530
выпрягать	2	36154	943179
выпрягаться	2	36155	544366
выпрямлять	2	36157	819787
выпутываться	2	36160	444591
выпялиться	2	36162	687312
выпячиваться	2	36164	469127
выравниваться	2	36165	786265
вырядить	2	36172	744381
высватать	2	36173	248939
высверливать	2	36174	311325
высвистывать	2	36175	512110
выселяться	2	36179	899815
выскабливать	2	36183	654190
выскребать	2	36184	997817
выслуживать	2	36185	287020
выслуживаться	2	36186	839962
высмолить	2	36188	938460
выстаивать	2	36211	894763
выстаиваться	2	36212	107142
выстилать	2	36213	735554
выстрогать	2	36214	181186
выстрочить	2	36215	878910
выстуживать	2	36216	672588
высуживать	2	36218	204784
высушиваться	2	36220	501736
вытанцовываться	2	36221	950765
вытапливать	2	36222	291526
вытаптывать	2	36223	743273
вытачивать	2	36224	999659
вытёсывать	2	36226	841087
вытиснять	2	36227	816774
выторговывать	2	36228	125468
вытравлять	2	36230	919330
вытребовать	2	36231	352633
вытрезвлять	2	36233	544100
вытрезвляться	2	36234	574535
выучивать	2	36238	802298
выхолащивать	2	36239	370962
выцарапывать	2	36243	978440
выцветать	2	36245	135861
выцеживать	2	36246	588409
вычерпывать	2	36247	676762
вычёсывать	2	36250	310903
вычищать	2	36253	985194
вышелушивать	2	36257	394926
вышлифовать	2	36261	380134
вышмыгнуть	2	36262	275449
выштукатуривать	2	36263	487071
вышучивать	2	36264	797032
выщелачивать	2	36266	906482
выщерблять	2	36267	726063
выщипывать	2	36268	296550
вьючить	2	36272	462637
вялить	2	36277	852958
вялиться	2	36278	155834
гаерствовать	2	36291	196708
газифицировать	2	36293	397683
галлюцинировать	2	36325	382789
галопировать	2	36328	812723
гальванизировать	2	36333	352113
гаркать	2	36360	892369
гармонизировать	2	36362	650453
гарпунить	2	36366	744808
гектографировать	2	36391	817709
гербаризировать	2	36433	238933
германизировать	2	36438	103767
гикать	2	36525	400396
гильотинировать	2	36527	168430
гипсовать	2	36541	786651
глаголать	2	36557	627163
глазировать	2	36567	660340
глазуровать	2	36571	463028
глупить	2	36592	282200
глянцевать	2	36595	170232
гнездоваться	2	36600	776644
гноить	2	36609	396772
говеть	2	36624	567772
голубить	2	36652	693736
горбить	2	36674	416277
горчить	2	36719	169127
горячить	2	36727	357760
гофрировать	2	36737	421697
гравировать	2	36744	541622
градуировать	2	36754	901752
гранулировать	2	36764	382801
гранулироваться	2	36765	127955
графить	2	36769	515587
грипповать	2	36801	534188
громоздить	2	36810	428873
грохотить	2	36818	865984
грубеть	2	36819	442497
грубиянить	2	36820	864774
грунтовать	2	36832	434932
группировать	2	36833	311659
группироваться	2	36834	140581
грязнить	2	36847	447082
гудронировать	2	36861	317364
двоить	2	36939	652069
двурушничать	2	36975	735073
дебатировать	2	37020	877755
дебетовать	2	37022	769013
деблокировать	2	37025	776304
дебоширить	2	37028	670922
дегазировать	2	37053	996198
дегенерировать	2	37055	257598
дегустировать	2	37058	362511
дезавуировать	2	37066	672705
дезинфицировать	2	37069	131352
дезинформировать	2	37070	158462
дезорганизовать	2	37075	865473
дезориентировать	2	37077	151238
декатировать	2	37090	105462
деквалифицироваться	2	37093	485129
декорировать	2	37107	846258
декретировать	2	37109	572010
делегировать	2	37113	917450
деликатничать	2	37114	996188
демаскировать	2	37124	839185
демилитаризовать	2	37126	205410
демократизировать	2	37130	705360
денатурировать	2	37137	599435
денационализировать	2	37139	391779
денонсировать	2	37146	158321
депонировать	2	37153	424223
деревенеть	2	37158	858775
детализировать	2	37197	626578
детонировать	2	37202	754389
дефилировать	2	37215	280413
децентрализовать	2	37222	544432
дешифровать	2	37227	684720
дивить	2	37256	939131
дисгармонировать	2	37294	478035
дисконтировать	2	37301	825745
дискриминировать	2	37302	360688
дислоцировать	2	37305	535462
дислоцироваться	2	37306	345417
диссонировать	2	37315	320429
диссоциировать	2	37317	950406
