bare_word	source_type_id	source_id	permanent_id
кляп	2	18584	288727
съём	2	18587	432265
прикол	2	18588	903577
фосфор	2	18591	756614
особнячок	2	18594	373461
прыть	2	18595	914534
красавчик	2	18598	348747
лужники	2	18601	594749
бендеры	2	18604	306439
суслик	2	18605	385789
экстракт	2	18607	546830
увар	2	18609	774054
обречённость	2	18612	271226
рея	2	18620	335114
ропот	2	18623	582966
слушание	2	18626	710274
малютка	2	18627	963281
хоботок	2	18629	933322
высылка	2	18632	622024
крольчонок	2	18634	297100
омерзение	2	18639	934612
раздвоение	2	18645	274072
мальчонок	2	18650	124401
тамада	2	18653	740059
радикулит	2	18654	170599
хлоп	2	18656	268084
лях	2	18661	218908
эстафета	2	18664	116382
здоровяк	2	18666	673804
гольф	2	18669	523830
осман	2	18671	872153
коптилка	2	18676	444912
перебежчик	2	18679	656664
наин	2	18681	754137
медвежонок	2	18684	415113
обрезок	2	18686	325746
брелок	2	18689	610554
привязь	2	18690	857442
бечёвка	2	18694	217789
провидение	2	18696	197923
пушкинист	2	18697	565922
габарит	2	18706	985486
вибрация	2	18708	861521
эрудиция	2	18711	572975
медведица	2	18712	528036
остервенение	2	18713	321174
торможение	2	18715	545599
фура	2	18719	179644
фермент	2	18720	633954
выправка	2	18721	216986
антициклон	2	18723	142460
курильщик	2	18724	144675
коммерция	2	18726	526475
автомобилист	2	18727	600017
британец	2	18728	172760
проситель	2	18730	505342
слабоумие	2	18731	668325
арбитр	2	18733	773848
сход	2	18734	628597
клерк	2	18735	696818
чащоба	2	18736	334652
иммиграция	2	18737	688711
уха	2	18739	586516
ерошин	2	18741	533495
крендель	2	18743	384759
грамотей	2	18745	447715
силок	2	18747	592882
глубинка	2	18750	496691
извлечение	2	18752	266609
луковица	2	18753	897245
ценитель	2	18755	804653
казус	2	18756	321452
истинность	2	18760	814483
бицепс	2	18762	694149
проток	2	18763	404371
бельмо	2	18764	156427
ровик	2	18766	209959
петергоф	2	18767	666751
могильник	2	18769	807725
сенокос	2	18772	588906
изыск	2	18773	512434
новшество	2	18775	314929
ковшик	2	18776	415336
крупская	2	18780	219510
бандероль	2	18787	644150
возбудимость	2	18790	669922
самарканд	2	18793	749401
чаепитие	2	18794	372263
морока	2	18797	914098
жёлудь	2	18799	976367
федерализм	2	18804	398212
некролог	2	18816	172159
помешательство	2	18818	636994
погружение	2	18819	333433
роддом	2	18820	536994
толстячок	2	18827	378259
догма	2	18830	356382
хозяйственник	2	18831	991760
изваяние	2	18833	541345
ласт	2	18834	305933
эксцесс	2	18835	443705
высь	2	18838	506615
лаборантка	2	18839	125880
дора	2	18841	328669
ястреб	2	18843	103338
лазутчик	2	18844	818033
картотека	2	18848	413311
скарб	2	18850	166268
монополист	2	18851	700467
дуновение	2	18859	571150
пюре	2	18861	991165
верование	2	18862	829215
бахрома	2	18864	371301
сноровка	2	18867	497922
шпаргалка	2	18871	218497
поимка	2	18874	752285
азбука	2	18876	991396
летописец	2	18878	962890
агитатор	2	18880	633232
соучастие	2	18881	970049
обмер	2	18882	287766
простодушие	2	18883	532800
рядок	2	18885	370439
бегун	2	18889	653910
расхождение	2	18891	448350
фаворит	2	18895	413852
абразив	2	18896	244029
куропатка	2	18898	167176
аэроплан	2	18899	758519
грибоед	2	18901	473937
каменщик	2	18903	881305
номинация	2	18904	432671
шаровары	2	18908	883706
сознательность	2	18909	368437
гум	2	18910	420563
киста	2	18911	167724
торжественность	2	18913	946344
пережиток	2	18915	731475
банкнота	2	18918	474996
пво	2	18919	734938
генералиссимус	2	18924	416752
половик	2	18930	832849
гинеколог	2	18931	403523
трель	2	18935	883819
ополченец	2	18940	238059
волкодав	2	18942	550371
минерал	2	18946	630058
раунд	2	18951	442632
атлет	2	18953	730725
романтизм	2	18960	831882
фальцет	2	18961	811855
распря	2	18963	546449
дебаты	2	18964	338176
интерпол	2	18968	357603
вошь	2	18969	147735
трудолюбие	2	18970	185861
конфискация	2	18972	976664
ювелир	2	18975	906677
наркомания	2	18977	987847
диаграмма	2	18978	902288
нагота	2	18980	465642
меланхолия	2	18982	870199
зверинец	2	18983	808190
депеша	2	18990	160139
Самара	2	18991	392753
малолеток	2	18992	864902
позыв	2	18994	529934
кабаре	2	18995	835849
кан	2	18997	798090
диалектик	2	18999	359442
алгебра	2	19001	290566
агония	2	19006	812260
космы	2	19009	797348
крупинка	2	19010	817536
шлюз	2	19011	871601
вершок	2	19016	303476
односельчанин	2	19019	713213
снегурочка	2	19020	948491
кормёжка	2	19021	189121
выработок	2	19022	731391
беззаконие	2	19025	743128
иго	2	19027	826344
глухота	2	19028	464990
вундеркинд	2	19029	218837
фазан	2	19030	315555
гадание	2	19032	563059
некроз	2	19034	323158
обожание	2	19036	114180
присоединение	2	19037	369762
прослушивание	2	19038	145955
альянс	2	19042	926456
буддизм	2	19043	774195
приданое	2	19045	642250
угодник	2	19046	389212
джигит	2	19047	316362
демиург	2	19051	784723
духовка	2	19053	267417
минфин	2	19054	542982
эквивалент	2	19056	299146
кинокамера	2	19059	640614
хлёбово	2	19061	641737
пахарь	2	19064	646358
невропатолог	2	19065	961447
менингит	2	19070	317188
караулка	2	19071	240566
вывих	2	19074	885635
карандашик	2	19076	501510
куценко	2	19077	799631
брешь	2	19081	982966
естество	2	19082	577923
иезуит	2	19085	761962
таганок	2	19087	652396
реформирование	2	19088	251227
мазок	2	19092	229506
ксёндз	2	19094	807015
сородич	2	19095	405447
вязанка	2	19097	566905
воззрение	2	19100	373076
дилижанс	2	19101	267699
заначка	2	19104	703398
проводок	2	19111	735527
сухожилие	2	19113	403002
вяз	2	19114	929255
преподавание	2	19115	399134
потоп	2	19122	215673
калория	2	19123	110842
простенок	2	19128	767524
омоновец	2	19129	299880
ведун	2	19131	599998
основоположник	2	19135	890826
кавалерист	2	19136	183078
благородие	2	19138	979448
призма	2	19139	899389
путы	2	19140	348499
жары	2	19142	236864
запонка	2	19147	230836
расцветка	2	19148	148190
парламентарий	2	19150	846817
зайка	2	19158	170895
вредность	2	19161	380797
каучук	2	19162	475050
оао	2	19163	778042
выраженность	2	19164	455056
ирландия	2	19167	963384
дрожание	2	19175	430753
золушка	2	19178	818019
грелка	2	19180	538344
кипение	2	19181	152362
рэкетир	2	19183	559599
сатир	2	19184	237095
ненадобность	2	19186	220324
горошина	2	19187	482286
стиляга	2	19189	219765
полезность	2	19191	986541
рать	2	19194	371085
геморрой	2	19199	338142
глазенки	2	19200	176918
зарубежье	2	19203	331137
хмырь	2	19206	711087
зажим	2	19207	233116
великодушие	2	19209	615549
умножение	2	19210	476661
табакерка	2	19211	398242
опиум	2	19212	365313
сатирик	2	19217	636572
постулат	2	19218	827537
надрыв	2	19220	992586
бессмыслица	2	19222	780187
пикет	2	19226	433355
снадобье	2	19227	501051
трактирщик	2	19228	785086
Днестр	2	19232	619197
синица	2	19234	622855
швейцарец	2	19237	615256
отключение	2	19246	493861
единение	2	19250	215119
постоянство	2	19255	513219
ухаживание	2	19258	382822
молдаванин	2	19264	664362
эмир	2	19267	528773
пай	2	19269	984537
корректор	2	19271	624284
ротор	2	19275	903520
гастрит	2	19279	695027
ладога	2	19282	510135
мадрид	2	19286	967558
репина	2	19291	705006
трущоба	2	19293	818071
соперничество	2	19294	721797
реванш	2	19295	589071
отрыжка	2	19296	687589
сытость	2	19297	376005
сеньора	2	19302	247100
высыпание	2	19303	366586
сопоставление	2	19307	541001
оказия	2	19308	214184
интендант	2	19310	695336
катание	2	19311	678048
мастеровой	2	19313	456227
скоп	2	19316	102746
фрейлина	2	19317	475426
одноклассница	2	19319	984580
кирпичик	2	19321	864274
застенок	2	19323	220874
тат	2	19324	487993
преобразователь	2	19329	818798
шалость	2	19331	897387
канадец	2	19332	717945
сверло	2	19334	318500
промежность	2	19338	588996
земледелец	2	19340	264010
баул	2	19342	784213
цаца	2	19345	724577
голубок	2	19346	976766
свидетельница	2	19349	942991
имитация	2	19353	620428
лесоповал	2	19355	229464
открытость	2	19358	125974
золотник	2	19360	544011
волчок	2	19361	801626
одёжка	2	19364	302880
колика	2	19365	514455
дуля	2	19368	633164
каменоломня	2	19369	525461
аккомпанемент	2	19371	610301
апокалипсис	2	19375	513236
ассигнация	2	19378	239142
рабыня	2	19380	938699
портки	2	19384	299782
сентенция	2	19386	965244
книжица	2	19387	671685
пике	2	19388	660047
отросток	2	19389	911927
реформация	2	19391	329736
мычание	2	19396	510103
сейнер	2	19397	309883
эссе	2	19402	407787
вахлак	2	19406	621538
утомляемость	2	19408	670580
сбруя	2	19409	204988
болгарин	2	19411	648073
практикант	2	19412	898996
жестянщик	2	19414	366119
енот	2	19415	109286
хризантема	2	19416	278639
козонок	2	19422	384862
солянка	2	19431	938554
запустение	2	19435	160840
растирание	2	19437	577017
наживка	2	19438	429346
лыжник	2	19439	554895
железяка	2	19440	182628
бесстрашие	2	19441	333910
букашка	2	19445	899841
олигарх	2	19447	874968
пунктир	2	19448	313207
упад	2	19455	356867
консерватор	2	19456	455328
риф	2	19457	528927
обретение	2	19459	169950
ооо	2	19460	837508
скит	2	19462	137984
униформа	2	19464	976750
домочадец	2	19465	709643
местком	2	19467	110867
повстанец	2	19469	801177
зацепка	2	19477	300418
полицеймейстер	2	19484	944177
изгой	2	19487	463271
накладка	2	19489	751417
полуторка	2	19491	304314
гутионтов	2	19492	905169
примак	2	19493	821983
инжир	2	19495	355404
брусника	2	19496	928736
карачки	2	19497	277500
зоб	2	19499	494483
шайба	2	19502	316687
брехня	2	19503	765017
ножичек	2	19504	728993
восьмёрка	2	19510	722323
поволжье	2	19511	219622
психотерапия	2	19513	397877
поучение	2	19515	199831
лирик	2	19521	944911
кочан	2	19523	600440
лео	2	19524	276578
вельможа	2	19526	924295
долька	2	19530	695767
сыск	2	19532	296301
душанбе	2	19534	665671
кухонька	2	19536	333627
чаевые	2	19537	769473
моздок	2	19538	434617
принципиальность	2	19539	330483
голодуха	2	19549	505986
свинка	2	19553	952369
чахотка	2	19554	751628
валежник	2	19557	401450
кожура	2	19559	925671
молодчик	2	19561	313335
фауна	2	19563	961966
подлежащее	2	19564	240947
сервиз	2	19565	627330
вьетнамец	2	19567	615005
Барселона	2	19569	901016
винчестер	2	19575	108060
видеомагнитофон	2	19576	193907
севок	2	19577	216965
преобладание	2	19578	893331
ненападение	2	19583	956670
распродажа	2	19585	994228
точило	2	19586	260165
дивиденд	2	19587	612496
обивка	2	19590	913080
вратарь	2	19592	126439
аналитика	2	19593	424515
бутон	2	19594	219035
неосторожность	2	19595	457632
стежок	2	19596	407438
скопище	2	19597	356520
приморье	2	19598	705956
приверженность	2	19599	849665
кругозор	2	19603	132405
вертухай	2	19604	259216
неисправность	2	19611	478918
пресечение	2	19615	718800
паз	2	19619	581171
булат	2	19620	162488
траур	2	19621	494569
англичанка	2	19623	873310
лиана	2	19624	751741
финн	2	19625	709429
акробат	2	19629	608552
Шанхай	2	19630	162339
живость	2	19631	904122
однокурсник	2	19632	718217
гемоглобин	2	19638	634629
бурелом	2	19644	898398
шнапс	2	19652	226747
подзатыльник	2	19654	551881
лерка	2	19655	280366
гонение	2	19659	781027
мамалыга	2	19661	492614
вымогательство	2	19662	663167
томление	2	19663	736396
перерождение	2	19664	742728
жалюзи	2	19665	839988
подштанники	2	19666	478218
лжец	2	19668	723920
шлак	2	19677	926404
навигация	2	19678	353314
двустволка	2	19679	711730
мочалка	2	19680	457023
невыполнение	2	19682	649255
тойота	2	19683	951397
межа	2	19685	209847
подельник	2	19687	161431
вазелин	2	19688	225683
отзвук	2	19689	675978
илька	2	19691	921832
аккордеон	2	19692	157159
потливость	2	19693	529355
нагревание	2	19694	473389
вона	2	19695	179984
мяло	2	19703	397917
мануфактура	2	19704	930147
перебежка	2	19707	843025
задира	2	19708	101777
бытность	2	19710	187860
пластилин	2	19711	738336
перестук	2	19714	779913
разность	2	19717	120759
вхождение	2	19719	284812
дол	2	19724	212151
ухажёр	2	19729	889147
танцовщица	2	19731	759680
литовец	2	19734	362499
гиндин	2	19739	593862
цветение	2	19740	383698
разговорчик	2	19741	798277
бандитизм	2	19742	621035
себестоимость	2	19743	960594
замухрышка	2	19746	575425
сестричка	2	19752	117358
аэровокзал	2	19753	878294
подпольщик	2	19755	171460
видеокассета	2	19757	971072
минобороны	2	19758	515432
саботаж	2	19760	769701
рукомойник	2	19761	916448
ажиотаж	2	19762	929046
овражек	2	19764	874809
джедай	2	19765	170573
регистр	2	19771	413541
уздечка	2	19775	538381
полусон	2	19776	223859
конфетка	2	19777	131128
судимость	2	19782	185155
прищур	2	19786	692437
сотка	2	19787	150600
охранение	2	19790	223536
опция	2	19792	414607
бамбук	2	19796	808421
вакцина	2	19797	977319
юбиляр	2	19798	373285
дождевик	2	19800	660525
главврач	2	19802	532714
Милан	2	19805	542992
армеец	2	19807	183247
свастика	2	19811	560814
салахов	2	19814	845608
консистенция	2	19818	657702
хорь	2	19821	602470
Астрахань	2	19824	418513
вещание	2	19827	250489
бадья	2	19830	305616
дюйм	2	19831	618976
тряпица	2	19832	262445
реагирование	2	19833	221262
именинник	2	19834	314349
хариус	2	19836	363219
исступление	2	19838	875448
бабник	2	19839	112777
отставание	2	19840	227734
аркан	2	19842	389728
правозащитник	2	19843	912346
ипподром	2	19849	617246
уплотнение	2	19851	933349
упокой	2	19853	225326
зил	2	19854	284710
соискатель	2	19855	430128
разорение	2	19857	604474
терапевт	2	19859	561840
плато	2	19862	384073
неудовлетворённость	2	19865	856832
румын	2	19867	684278
электропитание	2	19868	754485
тревожность	2	19869	657198
княжество	2	19874	120241
дирижабль	2	19881	998834
прецедент	2	19882	533664
теракт	2	19886	126830
истома	2	19888	816888
Пакистан	2	19890	317958
жакет	2	19891	824792
сотворение	2	19896	852425
чад	2	19897	979063
бом	2	19898	724360
кораблик	2	19903	932955
заполнение	2	19904	514174
килька	2	19908	325903
кубинец	2	19909	702673
предостережение	2	19913	869466
лампас	2	19914	194048
ранка	2	19916	682471
вымпел	2	19917	334257
отруби	2	19922	717933
вожделение	2	19923	271141
спецшкола	2	19925	876722
внушаемость	2	19929	946980
бард	2	19930	290576
воображала	2	19933	199750
наплыв	2	19935	964385
акведук	2	19941	266067
таверна	2	19942	903063
овал	2	19944	773030
процессор	2	19945	901566
початок	2	19946	930213
махина	2	19949	992481
родич	2	19950	113901
гребёнка	2	19951	739250
торба	2	19953	103018
припухлость	2	19954	250158
фломастер	2	19955	689310
неполадка	2	19956	672467
хайфа	2	19957	217355
пакля	2	19958	754782
зарница	2	19961	480905
прорва	2	19962	687803
сыроежка	2	19965	297577
лирика	2	19966	832047
азот	2	19967	564665
непосредственность	2	19975	829747
блокнотик	2	19977	913907
первоисточник	2	19978	726964
шумок	2	19980	901496
овечка	2	19981	636892
засуха	2	19987	731402
бридж	2	19988	704916
барк	2	19990	267222
гобелен	2	19992	792053
апатия	2	19993	885628
астролог	2	19994	790295
архиепископ	2	19995	921949
дурман	2	20001	400693
нянечка	2	20003	276779
автострада	2	20004	340402
шушера	2	20006	837834
статейка	2	20007	349970
пресня	2	20012	782187
головня	2	20013	417728
бензоколонка	2	20015	100490
козни	2	20016	764533
своеобразие	2	20018	105843
вышивка	2	20019	286993
отголосок	2	20023	296319
собеседница	2	20027	617789
плевра	2	20029	525945
ухищрение	2	20037	369193
относительность	2	20039	788353
папенька	2	20040	346304
ветошь	2	20041	409755
народец	2	20043	758813
геройство	2	20047	602103
начинка	2	20048	465523
эконом	2	20050	928680
альманах	2	20051	731278
злоключение	2	20052	672301
самооборона	2	20053	204308
вождение	2	20055	798336
варварство	2	20056	308427
симулянт	2	20057	687490
отделка	2	20058	113009
вставка	2	20060	883136
неуважение	2	20064	788374
убыль	2	20066	534918
клиентура	2	20068	515649
докторша	2	20069	750925
фабрикант	2	20073	467401
фора	2	20074	560104
неузнаваемость	2	20077	547595
мобильник	2	20078	299470
кришнаит	2	20084	515655
шампиньон	2	20088	830505
зея	2	20096	310030
дрезина	2	20098	432490
фурункул	2	20099	637059
гамак	2	20100	921357
узда	2	20102	671324
бредень	2	20103	807428
вурдалак	2	20104	835128
попойка	2	20108	950040
выносливость	2	20112	433228
храбрец	2	20113	512355
обезьянка	2	20115	203388
сонет	2	20116	449202
колдобина	2	20117	981776
перископ	2	20119	935794
трепач	2	20121	354613
излом	2	20123	538982
десерт	2	20124	574273
завалинка	2	20128	932755
контрабандист	2	20134	367261
перепад	2	20135	317410
клиентка	2	20137	753736
изверг	2	20138	412437
субботник	2	20139	177581
взаимность	2	20140	914896
хитрец	2	20144	941095
ношение	2	20147	991386
запинка	2	20148	264461
угар	2	20152	869889
белорус	2	20157	571482
чертополох	2	20158	105316
дизайнер	2	20159	933970
сексот	2	20163	568719
соперница	2	20165	506002
фанат	2	20167	150082
погодок	2	20172	597980
эпицентр	2	20174	999018
доброжелатель	2	20176	329018
народность	2	20178	115776
массовка	2	20179	439801
контрразведчик	2	20181	496364
суровость	2	20182	779941
угорь	2	20183	828804
курортник	2	20185	617416
тога	2	20186	783725
копилка	2	20189	895716
делец	2	20190	490273
селянин	2	20191	964083
соната	2	20193	351777
кувшинка	2	20194	331647
безделушка	2	20195	524208
сиська	2	20200	212792
Уфа	2	20201	107377
диковинка	2	20203	568753
биополе	2	20205	114120
бровка	2	20206	192994
кружочек	2	20207	177087
атрофия	2	20208	228573
решето	2	20212	699353
струнка	2	20214	199486
олифа	2	20215	598672
яичник	2	20216	101538
правонарушение	2	20218	386938
форт	2	20222	848745
худоба	2	20224	795976
автотранспорт	2	20232	690215
снос	2	20233	757552
фараон	2	20234	516041
гимназистка	2	20237	553951
рокер	2	20238	827588
лисичка	2	20239	382232
футболка	2	20244	958133
бомбоубежище	2	20245	287554
добывание	2	20248	826222
магнезия	2	20249	846066
машиностроение	2	20250	136654
горняк	2	20254	798523
краснота	2	20255	791431
штуковина	2	20256	409199
трояк	2	20257	536567
эталон	2	20261	469416
ойкумена	2	20262	846437
перекись	2	20263	842802
инструктаж	2	20264	259545
нелюбовь	2	20266	905369
изготовитель	2	20267	474336
лейпциг	2	20268	729332
застройка	2	20274	265941
китаянка	2	20275	360391
вырожденец	2	20278	770485
резонанс	2	20282	441031
чибис	2	20285	808139
лодочка	2	20286	569237
виолончель	2	20290	701855
гнильё	2	20292	204998
порнография	2	20293	350879
Богородица	2	20297	492356
соринка	2	20303	386113
оцепление	2	20304	382936
сосредоточенность	2	20305	471261
проводы	2	20311	279275
бетонка	2	20312	346670
нажатие	2	20315	591878
полчище	2	20318	380379
куколка	2	20319	189219
броненосец	2	20320	538348
наблюдательность	2	20321	124762
сертификация	2	20322	633985
мотыга	2	20325	691946
лагерник	2	20328	968757
дезинфекция	2	20335	959327
вредительство	2	20337	705340
овчина	2	20340	181901
эвкалипт	2	20342	795223
парковка	2	20343	532133
тихвин	2	20345	172799
ворюга	2	20348	916939
прожилок	2	20350	258413
перитонит	2	20353	794696
окисление	2	20355	706119
любознательность	2	20359	606024
перл	2	20360	731946
питомник	2	20364	753962
уран	2	20365	436407
верба	2	20366	491881
харрис	2	20367	957895
нововведение	2	20368	980112
стриптиз	2	20369	898153
предотвращение	2	20370	920003
Чикаго	2	20371	220335
торчок	2	20373	157610
посад	2	20376	804698
пря	2	20377	258635
налётчик	2	20381	448366
осянин	2	20382	831102
подоплёка	2	20386	143611
рейка	2	20387	166726
дистрофия	2	20389	623360
пластика	2	20394	134292
рябчик	2	20396	764698
алхимик	2	20398	454742
дубок	2	20402	905393
кинозвезда	2	20403	366151
пособничество	2	20407	643184
подрядчик	2	20410	212529
мхат	2	20412	747737
жёрнов	2	20416	284741
прозрение	2	20426	270842
водокачка	2	20431	864145
довольство	2	20433	788362
замедление	2	20434	881096
коммунар	2	20437	649731
библиотекарь	2	20438	289534
Харбин	2	20439	618598
боинг	2	20442	831928
Шотландия	2	20448	811682
представительница	2	20453	935395
утеха	2	20455	629659
утопленник	2	20457	888690
духовенство	2	20458	266485
миротворец	2	20460	139755
экспериментатор	2	20461	248488
верховье	2	20463	548271
конфигурация	2	20468	534893
трико	2	20469	758096
вырубок	2	20472	246960
сгорание	2	20474	863149
серёдка	2	20476	102572
экзема	2	20477	237870
ободок	2	20479	539419
баскетболист	2	20485	906925
матрёшка	2	20488	308379
девальвация	2	20489	808682
кушанье	2	20491	175927
шаблон	2	20496	307891
кнр	2	20500	647007
переключатель	2	20502	495363
мочка	2	20506	412110
ягодка	2	20507	573693
юнга	2	20509	872258
помрачение	2	20514	674194
коридорчик	2	20516	438539
главком	2	20520	909482
оперетта	2	20521	605248
вымысел	2	20522	792668
записочка	2	20523	433996
смешение	2	20524	599831
венгр	2	20527	275342
холмс	2	20529	813515
мольберт	2	20532	453364
баркас	2	20535	647123
конъюнктив	2	20536	500490
германец	2	20538	843101
проказа	2	20541	323658
смекалка	2	20542	442877
группка	2	20543	823672
чётки	2	20544	660057
черника	2	20545	629738
густота	2	20552	586440
Карелия	2	20555	691340
трак	2	20556	662942
сиделец	2	20557	989270
модификация	2	20558	109532
цвель	2	20559	563348
червячок	2	20562	715054
краткость	2	20565	362608
выучка	2	20566	561290
тюбетейка	2	20568	583870
барыня	2	20570	678656
задник	2	20571	251733
пасека	2	20573	752482
жаровня	2	20574	465074
враль	2	20576	700399
пекарня	2	20578	268237
целлофан	2	20580	325648
блёстка	2	20583	460159
саксофон	2	20584	559113
белила	2	20585	798869
свержение	2	20588	279573
вояж	2	20592	815611
занавесь	2	20593	156728
подмастерье	2	20595	979392
правдивость	2	20596	900395
колхозница	2	20598	171155
налогообложение	2	20601	393008
убег	2	20604	930062
лепет	2	20608	929785
камча	2	20609	545396
субординация	2	20613	441016
меря	2	20614	589352
девиз	2	20616	672465
слепец	2	20617	552792
парусник	2	20622	449468
стажировка	2	20624	462237
ленинец	2	20627	901378
перекличка	2	20628	674051
воссоединение	2	20629	829707
хлорид	2	20633	772972
клюква	2	20634	598053
резь	2	20635	210961
поём	2	20636	414227
митин	2	20637	482073
разрядка	2	20638	411615
овин	2	20640	359803
анальгин	2	20642	171936
дужка	2	20643	125198
ботаника	2	20644	786052
мелькание	2	20646	674713
соглядатай	2	20647	980089
прострация	2	20649	200896
метеоролог	2	20650	435156
хорёк	2	20652	593622
самурай	2	20654	215921
аист	2	20655	479530
придаток	2	20656	743939
доминирование	2	20657	216202
бисер	2	20658	564461
дудочка	2	20659	366095
безнаказанность	2	20665	533098
высокопревосходительство	2	20668	358446
перипетия	2	20669	209266
назидание	2	20670	768171
лыжня	2	20671	842204
мечник	2	20673	778584
редька	2	20675	306159
избавитель	2	20676	279346
возчик	2	20680	256965
ассамблея	2	20682	764392
дядечка	2	20687	407205
искусствовед	2	20688	247631
лингвист	2	20689	636304
застенчивость	2	20692	810175
чешуйка	2	20693	628423
политотдел	2	20697	529362
старьё	2	20706	391497
постижение	2	20707	374052
помета	2	20708	108406
локон	2	20710	420157
опоссум	2	20716	464273
священнослужитель	2	20718	412774
нинель	2	20722	306719
сосняк	2	20725	450144
лихва	2	20727	358359
приправа	2	20731	122540
изморозь	2	20732	211545
дворняга	2	20734	499835
зарубина	2	20736	909570
Беларусь	2	20737	714360
соха	2	20738	502275
Донбасс	2	20739	562079
баталия	2	20741	106326
щеколда	2	20742	854569
мириада	2	20744	136899
ткач	2	20745	907341
личина	2	20746	256558
томат	2	20747	126948
механизация	2	20748	705066
дрезден	2	20749	388215
поклажа	2	20750	814608
босоножка	2	20753	604733
дёрн	2	20755	132045
графоман	2	20756	549950
плеврит	2	20757	906041
наём	2	20765	492465
признательность	2	20767	515313
буйвол	2	20775	791495
устроитель	2	20777	801095
Абердин	2	20779	362901
пессимизм	2	20780	692249
леопард	2	20781	500192
икота	2	20783	521094
штырь	2	20784	256772
фасоль	2	20785	137018
координатор	2	20786	627409
порука	2	20787	735514
замирание	2	20788	727932
метрдотель	2	20789	876428
ознакомление	2	20793	717562
богослов	2	20795	892521
сантименты	2	20796	240139
подлесок	2	20799	540798
фикция	2	20802	268426
табачок	2	20803	900240
нидерланды	2	20806	820474
редиска	2	20807	331257
клевер	2	20809	928364
легковушка	2	20810	756797
орешина	2	20812	133321
роснефть	2	20815	992071
басмач	2	20816	131753
гурьба	2	20818	621024
аммиак	2	20819	433379
винегрет	2	20820	533243
угода	2	20821	328646
отвёртка	2	20824	200207
блюститель	2	20825	548314
копирование	2	20830	855248
астрал	2	20831	498690
эс	2	20835	112543
самострел	2	20836	887281
всадница	2	20838	405278
добродушие	2	20842	776728
лидерство	2	20843	800008
буйство	2	20846	870990
лотос	2	20849	237872
юбочка	2	20850	854526
суоми	2	20853	512006
озорство	2	20858	971048
перевес	2	20859	363261
католик	2	20860	885828
адреналин	2	20862	111476
трудодень	2	20865	819935
империалист	2	20866	963493
гузар	2	20869	794360
стерлинг	2	20875	506364
жбан	2	20876	700856
гвоздик	2	20877	335276
кудряшка	2	20880	614460
костяк	2	20881	171225
задаток	2	20883	940823
протрава	2	20884	971889
немота	2	20885	290263
быдло	2	20887	994327
пергамент	2	20889	408780
объедок	2	20890	356244
пункция	2	20891	555696
пудель	2	20897	854769
горсовет	2	20898	954735
мемориал	2	20903	643370
отложение	2	20904	983583
прение	2	20909	980465
тесак	2	20911	786408
преемственность	2	20912	342977
гарнитура	2	20914	192968
брудершафт	2	20917	332748
хлебник	2	20919	662229
антей	2	20922	507344
злак	2	20924	333209
семестр	2	20925	957900
Сицилия	2	20927	993756
грация	2	20928	782085
веление	2	20929	132176
кремень	2	20930	322901
притязание	2	20931	320846
Алтай	2	20932	450227
окопчик	2	20933	319138
тычок	2	20934	390648
пат	2	20935	752555
губошлёп	2	20937	649437
узы	2	20938	555889
хлопанье	2	20941	646625
воитель	2	20942	699109
доярка	2	20943	866081
отпущение	2	20945	875381
смазывание	2	20946	606631
штакетник	2	20949	107116
лечебница	2	20950	768288
крестоносец	2	20951	829016
огнетушитель	2	20954	758774
шасси	2	20956	819824
царствование	2	20965	434317
парторганизация	2	20969	166589
опубликование	2	20970	403304
одолжение	2	20971	975070
переподготовка	2	20974	346400
граммофон	2	20976	246682
сокрытие	2	20977	565465
вакулин	2	20981	550384
светлость	2	20983	660726
дискриминация	2	20984	390618
эго	2	20985	642653
ночник	2	20986	133676
циркуль	2	20989	402027
сват	2	20990	937989
интеграл	2	20991	526616
зазор	2	20993	596921
пальтишко	2	20995	680916
небосвод	2	20996	959351
хреновина	2	20997	202387
отмычка	2	20999	767434
Каир	2	21002	500879
пицца	2	21004	355959
валериана	2	21007	902727
пересказ	2	21009	719823
обух	2	21010	920174
амулет	2	21012	634963
мясокомбинат	2	21013	813704
излучина	2	21018	246383
караганда	2	21019	237684
идеализм	2	21021	133586
киношник	2	21024	553215
каюк	2	21025	466424
ученье	2	21032	304401
мирок	2	21035	654194
темница	2	21036	157707
угодье	2	21042	365634
урон	2	21044	190677
капельница	2	21045	767386
панк	2	21048	711291
плёс	2	21050	228068
магний	2	21051	620941
плов	2	21052	594726
преклонение	2	21053	381243
сингапур	2	21054	183503
посиделки	2	21058	391795
фонтанчик	2	21061	592424
гран	2	21063	424184
ленфильм	2	21064	535717
могильщик	2	21067	872788
сгущёнка	2	21068	989107
байдарка	2	21069	470936
заглавие	2	21070	701237
алгоритм	2	21073	953017
репатриант	2	21074	262596
норматив	2	21078	963792
косарь	2	21079	300225
рассол	2	21085	473630
сказочка	2	21088	660172
танкер	2	21089	932657
ящер	2	21091	649800
кукиш	2	21092	248446
фрейм	2	21093	718876
узнавание	2	21097	733436
бронепоезд	2	21098	824188
муниципалитет	2	21099	504237
нома	2	21100	764559
фас	2	21103	591361
пойло	2	21104	839866
милостыня	2	21105	194181
бричка	2	21107	619951
сокровищница	2	21108	402418
снисходительность	2	21109	756191
новосёл	2	21111	728262
олово	2	21112	470613
ракетодром	2	21113	858888
подарочек	2	21115	972244
